model	lik	mode	convergence
1A	-1164.15348960592	1.65420890739652	0
1C	-1166.82250026058	0.432997452642734	0
1G	-1166.82250026058	0.432997452642816	0
1T	-1170.69251536553	0.823062911675923	0
2A	-1166.82234240439	0.433174136528876	0
2C	-1166.82234240439	0.433174136551869	0
2G	-1166.88483403366	0.782967062861732	0
2T	-1169.39999427082	1.32556618237653	0
3A	-1166.82261013411	0.432883390585575	0
3C	-1166.87086759595	0.377751063150049	0
3G	-1169.24521553604	1.34146797978136	0
3T	-1166.88551638768	0.782299952472893	0
4A	-1166.82230671418	0.433194094109172	0
4C	-1166.85470999714	0.418505204841971	0
4G	-1166.82230671418	0.433194094113986	0
4T	-1169.20063152588	1.34313777994742	0
5A	-1167.08701224	0.626845291211613	0
5C	-1166.82252453688	0.432950840934399	0
5G	-1169.21401469262	1.3449156286404	0
5T	-1166.82252453688	0.432950840910829	0
6A	-1166.82258912145	0.432887435114366	0
6C	-1167.0852572037	0.627124336421512	0
6G	-1166.82258912145	0.432887435090583	0
6T	-1169.2080557137	1.34568284724265	0
7A	-1170.43516088654	0.81537939530758	0
7C	-1166.82278096022	0.432311326975678	0
7G	-1165.92923797595	1.42212065623001	0
7T	-1167.03488268849	0.679264573009385	0
8A	-1170.43519832845	0.815461683926608	0
8C	-1165.87322307699	1.42326117470151	0
8G	-1166.82260888887	0.432444033106048	0
8T	-1166.82260888887	0.432444033106048	0
9A	-1169.13002713374	1.35027471393425	0
9C	-1166.82244452408	0.43307689710784	0
9G	-1166.82244452408	0.43307689710784	0
9T	-1166.87533534223	0.393282869848701	0
10A	-1166.8225963896	0.432316620215084	0
10C	-1166.8225963896	0.432316620244817	0
10G	-1166.82865728394	0.348794425015492	0
10T	-1168.97186493597	1.36639756014437	0
11A	-1166.9929062856	0.69267825566074	0
11C	-1166.82279363524	0.432679423550735	0
11G	-1170.50163864444	0.823708854174086	0
11T	-1165.79578116708	1.4408533383375	0
12A	-1166.82230489906	0.433185117758331	0
12C	-1166.82230489906	0.433185117758359	0
12G	-1164.06600665516	1.65280862548243	0
12T	-1170.59685516726	0.790548705127854	0
13A	-1166.86212515546	0.413402452834465	0
13C	-1166.82232901815	0.433180753476482	0
13G	-1169.18718243835	1.34449587934453	0
13T	-1166.82232901815	0.433180753476482	0
14A	-1166.86693664175	0.373387351006636	0
14C	-1166.82255866837	0.432855184773405	0
14G	-1166.82255866837	0.432855184750552	0
14T	-1169.06537172223	1.35684367500474	0
15A	-1166.82260401747	0.432536214089741	0
15C	-1166.82260401747	0.432536214084265	0
15G	-1166.84474166866	0.356920066778998	0
15T	-1169.00475955081	1.3630282654972	0
16A	-1166.8224278829	0.433096694707659	0
16C	-1166.71392360856	1.3696908012492	0
16G	-1169.68459491134	1.29972288463122	0
16T	-1166.8224278829	0.433096694713083	0
17A	-1167.66234809264	0.747951426170483	0
17C	-1164.15542235852	1.65402701891028	0
17G	-1170.4351360618	0.815334669625064	0
17T	-1166.82283081208	0.432233999788379	0
18A	-1169.30770262667	1.33533238452936	0
18C	-1166.82254616643	0.432902394414786	0
18G	-1166.99252724608	0.693112618880825	0
18T	-1166.82254616643	0.432902394414778	0
19A	-1166.82245474927	0.433067155756697	0
19C	-1166.82245474927	0.433067155779192	0
19G	-1166.87565075113	0.392002891325229	0
19T	-1169.12577091569	1.35071031358175	0
20A	-1166.72415453917	0.315578680202187	0
20C	-1168.91197774307	1.37704800136381	0
20G	-1166.9244912261	0.704870707081812	0
20T	-1166.82244790297	0.430199122317648	0
21A	-1165.87322307699	1.42326117469946	0
21C	-1170.43519832845	0.815461683914668	0
21G	-1166.82260888887	0.432444033106124	0
21T	-1166.82260888887	0.432444033077732	0
22A	-1166.86102275133	0.414149275462881	0
22C	-1166.82232501683	0.433183393036172	0
22G	-1169.18929935041	1.34428028721495	0
22T	-1166.82232501683	0.433183393041704	0
23A	-1166.82233801122	0.433189589108922	0
23C	-1169.87669973333	1.28363529485129	0
23G	-1166.80741678722	1.46790994569948	0
