model	lik	mode	convergence
1A	-578.26994742529	1.52828042413191	0
1C	-580.070646409449	0.4335581002922	0
1G	-580.070646409457	0.433558151111027	0
1T	-596.482329469727	1.16877516956843	0
2A	-580.07064640496	0.433558146776281	0
2C	-580.07064640485	0.433558144243087	0
2G	-594.189900659563	1.23658995543091	0
2T	-580.128350202039	0.387646156086628	0
3A	-580.254503787442	0.693571061741815	0
3C	-594.332195930755	1.2326568888423	0
3G	-580.070646408466	0.433558185347615	0
3T	-580.070646408433	0.433558236185286	0
4A	-580.070646390636	0.43355816692744	0
4C	-580.121206757539	0.40731599266996	0
4G	-580.07064639067	0.433557928554175	0
4T	-594.22636311062	1.23542078626159	0
5A	-580.070646360877	0.433557834641597	0
5C	-594.006627981903	1.24259701022127	0
5G	-580.070646360931	0.433557833005818	0
5T	-579.963991187939	0.312132666271931	0
6A	-580.070646415144	0.433558050251684	0
6C	-580.07064641492	0.433558185163717	0
6G	-580.11984404315	0.372574588309039	0
6T	-594.159361823065	1.23757744856157	0
7A	-580.070646386304	0.433558154870882	0
7C	-580.112854889942	0.414468544858228	0
7G	-594.23866616074	1.2350279933027	0
7T	-580.070646386172	0.433557767248121	0
8A	-580.10448000076	0.360341343652868	0
8C	-594.132655323818	1.23844667544956	0
8G	-580.070646420295	0.433558165899097	0
8T	-580.070646420274	0.433558080835281	0
9A	-594.515105817401	1.227278325235	0
9C	-579.989923998935	1.15129836222711	0
9G	-580.070646410566	0.43355814844604	0
9T	-580.070646410543	0.433558201972152	0
neutral	-580.35632641094	1	0
