model	lik	mode	convergence
1A	-4243.37445275398	0.387618152953349	0
1C	-4243.63248581583	1.3549827088843	0
1G	-4085.52639906402	2.76672451823371	0
1T	-4217.20001389854	2.8814752750871	0
2A	-4042.63023682818	2.98668706350057	0
2C	-4243.29304958036	1.3036880851116	0
2G	-4248.91313223292	1.08777017058334	0
2T	-4243.36845547869	0.373727757053366	0
3A	-4243.36398334443	0.410349833057421	0
3C	-4059.84891104522	2.78116057872596	0
3G	-4243.63101869647	0.577904420090899	0
3T	-4243.15881545188	0.894559477838331	0
4A	-4181.53765542461	2.72322316465156	0
4C	-4243.3498639195	0.797511015186369	0
4G	-4130.04795527279	2.77310031581	0
4T	-4240.24558218213	2.46953683180554	0
5A	-4240.50892549845	2.08356385013528	0
5C	-4064.63566290548	2.78572803255242	0
5G	-4243.31977582852	0.433235503784736	0
5T	-4243.31977582852	0.433235503782578	0
6A	-4243.05725156502	1.29130276520617	0
6C	-4125.5751245768	2.77165149628045	0
6G	-4182.05435623035	2.72688982104464	0
6T	-4243.31991928373	0.433171818997277	0
7A	-4243.36606966937	0.406847796020749	0
7C	-4243.60498777102	0.924480820515914	0
7G	-4059.02012556431	2.78919001754542	0
7T	-4243.35958230453	0.368885583917843	0
8A	-4243.31996350706	0.433099595982859	0
8C	-4230.156717864	3.15636986908721	0
8G	-4243.31996350706	0.433099596072927	0
8T	-4075.21604251979	2.73794014096513	0
9A	-4174.49165934759	2.88095924541931	0
9C	-4243.31975627084	0.433246264202141	0
9G	-4243.31975627084	0.433246264315095	0
9T	-4131.82708743304	2.69553418119806	0
10A	-4067.42087849703	2.77250807639314	0
10C	-4243.32002947688	0.432466605063012	0
10G	-4237.83218556465	2.5403343818191	0
10T	-4243.32002947688	0.432466605080622	0
11A	-4243.32001650987	0.43284179311087	0
11C	-4243.35630256799	0.362996563471982	0
11G	-4059.31713778761	2.77967947311241	0
11T	-4243.32001650987	0.432841793073422	0
12A	-4243.31970989938	0.433270155233971	0
12C	-4064.67983478272	2.74837917463375	0
12G	-4239.2572315084	4.76523013942418	0
12T	-4243.31970989938	0.433270155233971	0
13A	-4059.93253382973	2.77353929402859	0
13C	-4243.31980644675	0.433222704008325	0
13G	-4243.36486635234	0.409314989970989	0
13T	-4243.35020990616	0.42090066409504	0
14A	-4059.7790891317	2.77512899109456	0
14C	-4243.37266564551	0.388550509017561	0
14G	-4243.31990166704	0.433101337944126	0
14T	-4243.31990166704	0.433101337944126	0
15A	-4134.97964073571	2.70226087581967	0
15C	-4243.39858358327	0.743512080153049	0
15G	-4171.33032611241	2.87305239260368	0
15T	-4243.3390367813	0.42561253277972	0
16A	-4124.14635810679	2.67924862137353	0
16C	-4181.81086263981	2.96272206649807	0
16G	-4243.31983184347	0.433202576816456	0
16T	-4243.31983184347	0.433202576924787	0
17A	-4240.06935969537	2.45852766155425	0
17C	-4242.80852736517	1.48591150139782	0
17G	-4066.45673012399	2.76388109091411	0
