model	lik	mode	convergence
1A	-511.579419398578	2.21479417756075	0
1C	-526.787451190943	0.433558192293875	0
1G	-526.787451190977	0.433558124261759	0
1T	-546.16316945091	0.982192201842134	0
2A	-542.512024107389	1.21919485686254	0
2C	-526.821091991917	0.360218606929426	0
2G	-526.787451220904	0.433558143484906	0
2T	-526.787451220883	0.4335580324529	0
3A	-542.534817990696	1.21841670910485	0
3C	-526.787451216146	0.433558093806533	0
3G	-526.787451216115	0.433557985102631	0
3T	-526.835657122581	0.371543593180904	0
neutral	-527.073131237016	1	0
