model	lik	mode	convergence
1A	-737.583626646412	1.02722949270842	0
1C	-751.027052973331	0.946970211793815	0
1G	-736.841161184207	0.433556762704285	0
1T	-736.841161184186	0.433556826241936	0
2A	-736.898067805998	0.397369223153716	0
2C	-736.841161780329	0.433558192903206	0
2G	-751.117039563987	0.955402598925565	0
2T	-736.841161780307	0.433558157977287	0
3A	-750.819177869714	0.952336928084346	0
3C	-736.841161790802	0.433557960636521	0
3G	-736.841161790769	0.433558004432031	0
3T	-738.990215793408	0.947519880067502	0
4A	-736.841161631923	0.433557589895668	0
4C	-736.628319080891	0.291765704594096	0
4G	-751.153545043029	0.959985144019203	0
4T	-736.841161631837	0.433557588063843	0
5A	-751.125190541224	0.956362169972965	0
5C	-736.841161798957	0.433558112937577	0
5G	-736.888479190397	0.370673608727058	0
5T	-736.84116179894	0.43355799973446	0
6A	-736.841161786875	0.433558126244631	0
6C	-736.841161786732	0.43355799443806	0
6G	-736.899049128068	0.388910310995239	0
6T	-751.119557539355	0.955695739372021	0
7A	-737.366356266076	0.621865174292823	0
7C	-751.155205267904	0.961079618654454	0
7G	-736.841161788657	0.433557862616601	0
7T	-736.841161788632	0.433558028759774	0
8A	-736.841161788613	0.433558124961734	0
8C	-751.163522316874	0.961955987355481	0
8G	-737.213813028709	0.560392211233716	0
8T	-736.841161788879	0.433558146688675	0
9A	-751.027052973263	0.946970212144405	0
9C	-736.841161184131	0.433556785124445	0
9G	-737.583626646346	1.0272295847094	0
9T	-736.841161184127	0.433556803393007	0
10A	-736.841161772958	0.433558258709884	0
10C	-751.19309656869	0.967892451332529	0
10G	-737.333997532484	0.641818555232622	0
10T	-736.841161773331	0.433558354848203	0
11A	-736.841161776601	0.433558201023949	0
11C	-751.115515817659	0.955226570936466	0
11G	-736.895465489572	0.40260623819888	0
11T	-736.841161776613	0.433558133935639	0
12A	-736.841161795054	0.43355810596596	0
12C	-737.324454320931	0.657266118431898	0
12G	-751.206013721595	0.971247489460182	0
12T	-736.841161794959	0.433558135996415	0
13A	-736.84116179309	0.433558064481925	0
13C	-736.841161792918	0.433558023758282	0
13G	-737.04411693741	0.453617229198605	0
13T	-751.144450487488	0.9589217053543	0
neutral	-737.126839537523	1	0
