model	lik	mode	convergence
1A	-3913.26366405409	2.32657873638549	0
1C	-3923.84507864547	0.913412908521746	0
1G	-3923.76568209438	0.863094873948518	0
1T	-3928.33485010416	0.980174040092377	0
2A	-3922.37029657821	0.424550926049235	0
2C	-3926.89715521078	1.13046328644912	0
2G	-3923.35156671387	0.776012945584833	0
2T	-3923.64050023685	0.836270289674027	0
3A	-3922.37058463126	0.427633944864599	0
3C	-3922.37058463126	0.427633944982059	0
3G	-3923.15441903714	0.785623159886884	0
3T	-3928.05540257689	1.0629355063329	0
4A	-3922.48365211271	0.546046604530695	0
4C	-3922.41685354691	0.391263606719871	0
4G	-3922.10689174353	0.286118217215108	0
4T	-3927.67745399316	1.08571705512883	0
5A	-3921.46767648833	0.293579089014851	0
5C	-3922.36346685806	0.416490934211986	0
5G	-3927.85039011879	1.07585792031871	0
5T	-3922.36346685806	0.416490934211315	0
6A	-3922.4163360296	0.365916908248623	0
6C	-3928.04908496673	1.06332048332573	0
6G	-3923.35430721911	0.908593975912174	0
6T	-3922.37109522472	0.426914329525434	0
7A	-3922.67015536632	0.546706548392245	0
7C	-3922.37018762934	0.428226495326936	0
7G	-3928.03854896302	1.06412906721464	0
7T	-3922.36885637283	0.345062691382835	0
8A	-3921.46195420041	0.29377113391312	0
8C	-3927.69864362653	1.08597611163275	0
8G	-3923.92174473282	0.959804643908959	0
8T	-3922.3633653931	0.416126723379231	0
9A	-3915.46358290166	2.4587053947762	0
9C	-3928.46977359832	0.985550693173905	0
9G	-3922.37024323663	0.428621245044256	0
9T	-3923.69191549732	1.02067523768177	0
10A	-3922.64697871586	0.506999813341906	0
10C	-3928.06439179558	1.06238448136257	0
10G	-3922.37041761452	0.428458970655907	0
10T	-3922.37041761452	0.428458970655907	0
11A	-3928.19054201528	1.05118393549045	0
11C	-3923.77583126832	1.08635130564248	0
11G	-3922.37015959115	0.428840088270235	0
11T	-3922.37015959115	0.428840087175341	0
12A	-3922.37029875454	0.427495609207452	0
12C	-3927.90617656808	1.07296201717332	0
12G	-3923.92239266338	0.958010937339173	0
12T	-3922.2938951528	0.322367954640119	0
13A	-3922.37108130895	0.426992129703766	0
13C	-3927.978139197	1.0680740983647	0
13G	-3922.77978685024	0.572617148062067	0
13T	-3922.41143986727	0.418388688501744	0
14A	-3921.62328354684	0.239136560876592	0
14C	-3922.3656918667	0.418335710619618	0
14G	-3923.80729892902	0.922137349216387	0
14T	-3927.77140075269	1.0813233833974	0
15A	-3928.06529954825	1.06233907455697	0
15C	-3922.37018235323	0.428742538853678	0
15G	-3922.40968764068	0.368854249092308	0
15T	-3922.40686913558	0.410834183439798	0
