model	lik	mode	convergence
1A	-205.809447121533	2.75774111886561	0
1C	-236.104203687158	0.433558112734367	0
1G	-236.10420368717	0.433557972913069	0
1T	-248.566767732276	0.717447731887235	0
2A	-231.323917897242	1.96538929066384	0
2C	-236.129034287048	0.424213249014198	0
2G	-236.104203663644	0.433558598441283	0
2T	-236.10420366349	0.433558052120898	0
3A	-236.104203680607	0.433558127573224	0
3C	-236.161752908765	0.395112764691368	0
3G	-236.10420368057	0.433557920448505	0
3T	-231.108325915179	1.97444611295873	0
4A	-231.783524050707	1.96143451472036	0
4C	-236.104203672349	0.433558250318381	0
4G	-236.104203672298	0.43355811494939	0
4T	-236.272309714668	1.01363806356487	0
neutral	-236.389881242908	1	0
