model	lik	mode	convergence
1A	-2740.0639132433	1.3072308448725	0
1C	-2742.90889712463	0.433558161810412	0
1G	-2742.90889712464	0.433558247735694	0
1T	-2759.71957851891	1.00111539818464	0
2A	-2743.84088599679	0.855906850669414	0
2C	-2758.85040642878	1.04987900859537	0
2G	-2742.90889706114	0.43355774135978	0
2T	-2742.90889706112	0.433557848297987	0
3A	-2742.90889709114	0.433557879747213	0
3C	-2742.90889709102	0.433557759786203	0
3G	-2742.82562318835	0.317665327695912	0
3T	-2758.82311552602	1.0505092164534	0
4A	-2742.84679925202	0.323163095786053	0
4C	-2758.8262175985	1.05042585734614	0
4G	-2742.90889710498	0.433557891606492	0
4T	-2742.90889710494	0.433557984786715	0
5A	-2742.9088971138	0.433558124223897	0
5C	-2743.14858768875	0.46969793168486	0
5G	-2758.82461627745	1.05047992371249	0
5T	-2742.90889711367	0.43355812822865	0
6A	-2742.95390280289	0.41237835175892	0
6C	-2758.86595610396	1.04935062343041	0
6G	-2742.90889709959	0.433558208735282	0
6T	-2742.90889709958	0.433558169379228	0
7A	-2742.90889712897	0.433558094331606	0
7C	-2758.88082655311	1.04895908589125	0
7G	-2743.14991703256	0.640086488852837	0
7T	-2742.90889712912	0.433557955263468	0
8A	-2743.52948684612	0.723754617769086	0
8C	-2758.85243162266	1.04976065452317	0
8G	-2742.90889709806	0.433558099645508	0
8T	-2742.90889709801	0.433558275924993	0
9A	-2758.80726887661	1.05093383071004	0
9C	-2742.69799993705	0.292086605132149	0
9G	-2742.90889696371	0.433557665886678	0
9T	-2742.90889696371	0.433557595642043	0
10A	-2743.55212001822	0.970862680331703	0
10C	-2742.90889688863	0.433557485700958	0
10G	-2758.90584730973	1.04832743676102	0
10T	-2742.90889688859	0.433557532227418	0
11A	-2742.96430919017	0.400735989438094	0
11C	-2742.90889710731	0.433558135607878	0
11G	-2742.90889710731	0.433557955857973	0
11T	-2758.86169645936	1.04946656350973	0
12A	-2743.19203433979	0.54571217864653	0
12C	-2742.90889713048	0.433558010672771	0
12G	-2742.90889713046	0.43355801287588	0
12T	-2758.85815819031	1.04957901995788	0
13A	-2742.96326069634	0.379193249185809	0
13C	-2742.90889712315	0.433558104223785	0
13G	-2758.85316930776	1.04969814828535	0
13T	-2742.90889712313	0.433558177393493	0
14A	-2742.90889685582	0.433557383805358	0
14C	-2743.41573917619	0.624345390427305	0
14G	-2742.90889685579	0.433557477226799	0
14T	-2758.82199119058	1.05059026872925	0
15A	-2742.9372627002	0.357074146532883	0
15C	-2742.90889713319	0.433558087126154	0
15G	-2742.90889713319	0.43355821482649	0
15T	-2758.84342407058	1.04996200552386	0
16A	-2742.9088971232	0.433558075812825	0
16C	-2742.90889712296	0.43355817897281	0
16G	-2743.21613213563	0.571648105449264	0
16T	-2758.86361856784	1.04942893122931	0
17A	-2742.90889709921	0.433558231537191	0
17C	-2758.88660402161	1.04879939799129	0
17G	-2743.14646773586	0.674971686143203	0
17T	-2742.90889709937	0.433558215135636	0
18A	-2742.96326069636	0.379193249116874	0
18C	-2758.85316930789	1.04969814698029	0
