model	lik	mode	convergence
1A	-413.131125652436	1.07382345641862	0
1C	-411.544242226158	0.433557839510362	0
1G	-411.54424222614	0.433557853627814	0
1T	-424.429017333378	0.843373870884168	0
2A	-411.759949359613	0.634817536052109	0
2C	-411.544242287408	0.433558116889394	0
2G	-411.544242287393	0.433558036995331	0
2T	-425.233685797072	0.93222287798094	0
3A	-411.544242254531	0.433558144554703	0
3C	-425.276725668205	0.999141516305438	0
3G	-411.544242254571	0.43355829289697	0
3T	-412.278571463112	0.756126261593873	0
4A	-425.137056630518	0.926156645758401	0
4C	-411.544242268703	0.433557939651296	0
4G	-412.98346302848	0.924186576168947	0
4T	-411.544242268695	0.433558056954738	0
5A	-411.54424227452	0.433558151655999	0
5C	-425.222865027939	0.930945413195104	0
5G	-411.544242274629	0.433558239737021	0
5T	-411.994702652006	0.760718569085262	0
6A	-411.544242259193	0.433558092263937	0
6C	-411.544242259112	0.433558314222572	0
6G	-425.068479767883	0.912720093884715	0
6T	-412.652586792071	1.03353212933592	0
7A	-411.578151265872	0.419664242224567	0
7C	-425.257048216506	0.93544970818006	0
7G	-411.544242249922	0.433558206982834	0
7T	-411.544242249907	0.433557899874096	0
8A	-411.544242282877	0.433558086682404	0
8C	-411.54424228279	0.433557967914458	0
8G	-425.225229836093	0.938799082623214	0
8T	-412.780801246773	0.861293902241464	0
9A	-411.544242287446	0.433558056236939	0
9C	-411.544242287323	0.433557972558271	0
9G	-425.230202114885	0.931695883876524	0
9T	-411.733016810118	0.649013627055701	0
neutral	-411.829919457437	1	0
