model	lik	mode	convergence
1A	-1085.49073563992	4.85448197013288	0
1C	-1091.67075220931	0.433254316040576	0
1G	-1091.67075220931	0.43325431601778	0
1T	-1096.1363484291	1.1603735539942	0
2A	-1084.53979248853	2.72815289373528	0
2C	-1091.6708216888	0.433248269612204	0
2G	-1091.6708216888	0.433248269612204	0
2T	-1096.54273902334	0.949764758338184	0
3A	-1091.77579874912	1.29396191078046	0
3C	-1094.88693264133	1.32181761351011	0
3G	-1091.75802956254	0.419055293049644	0
3T	-1091.67125304733	0.433148689895868	0
4A	-1091.67092640473	0.433026187687035	0
4C	-1091.97520830559	1.19266452268814	0
4G	-1094.89035021353	1.32173918907832	0
4T	-1091.67092640473	0.433026187715034	0
5A	-1094.22243114331	1.38871980446927	0
5C	-1092.28415899077	0.724824470187526	0
5G	-1091.67075434983	0.433262671655471	0
5T	-1091.67075434983	0.433262671649994	0
6A	-1091.67075269026	0.433273648378647	0
6C	-1091.67075269026	0.433273648423483	0
6G	-1094.48911151292	1.35205025157365	0
6T	-1091.71866110558	0.411287483855588	0
7A	-1092.05477346979	0.838224602174077	0
7C	-1091.67079042711	0.43324727620272	0
7G	-1091.67079042711	0.433247276179906	0
7T	-1094.62596953292	1.34424484945587	0
8A	-1091.67086421452	0.431833909934475	0
8C	-1091.63593268791	0.33314882644005	0
8G	-1091.67086421452	0.431833909934542	0
8T	-1094.21246093644	1.37993187481556	0
9A	-1094.84519466157	1.32987478804579	0
9C	-1091.6713706801	0.432630673222658	0
9G	-1091.83303723134	0.710474930239042	0
9T	-1092.13575278902	1.07599100372223	0
10A	-1091.67093781274	0.432136003383942	0
10C	-1091.65687779612	0.340466345198567	0
10G	-1091.67093781274	0.432136003378336	0
10T	-1094.24578756949	1.37653710902603	0
11A	-1091.65098084724	0.338313045697044	0
11C	-1091.67091773994	0.432051772677246	0
11G	-1091.67091773994	0.432051772702106	0
11T	-1094.23634998334	1.37749620127232	0
12A	-1091.67106858707	0.433046589548394	0
12C	-1091.67106858707	0.433046589547613	0
12G	-1092.44998314111	1.57172651974862	0
12T	-1091.86065154041	0.559263552814637	0
13A	-1093.48953458728	1.46755665821021	0
13C	-1091.67071665868	0.431156577746769	0
13G	-1092.20081073199	0.625226545971611	0
13T	-1091.67071665868	0.431156577746766	0
14A	-1092.39715578412	1.45483619743302	0
14C	-1091.67292224156	0.432342971776338	0
14G	-1092.53231068524	0.743472149095869	0
14T	-1091.67292224156	0.432342971756445	0
15A	-1091.68291106157	0.42854452874865	0
15C	-1094.4112374912	1.35977703092604	0
15G	-1091.72330733018	0.386939732486816	0
15T	-1091.67086976213	0.433121050457255	0
16A	-1091.6706765745	0.433303556405956	0
16C	-1090.19380627693	2.46269773035249	0
16G	-1091.6706765745	0.433303556410883	0
16T	-1095.26918249796	1.2761718839115	0
17A	-1091.6706618387	0.433308706716313	0
17C	-1091.6706618387	0.433308706694319	0
17G	-1091.68382465302	0.428822018838784	0
17T	-1094.5400315585	1.34693667141143	0
18A	-1094.47074636952	1.35383534124429	0
18C	-1091.67076949004	0.433238302520004	0
18G	-1091.67076949004	0.433238302536712	0
18T	-1091.72056881042	0.402621896741862	0
19A	-1093.99482022851	1.41175090614483	0
19C	-1091.67094324933	0.432999835469813	0
19G	-1091.67094324933	0.432999835428347	0
19T	-1092.2401831849	0.656660051979213	0
20A	-1091.67165437815	0.433405109306159	0
20C	-1091.79142812401	0.430814148193513	0
20G	-1084.72964520193	2.67454492930699	0
20T	-1096.53215127776	0.956605185051487	0
21A	-1091.67096527311	0.432921668515459	0
21C	-1094.91413753528	1.33628842291713	0
21G	-1091.67096527311	0.43292166851542	0
21T	-1092.3241725512	1.219703247198	0
22A	-1091.67086421452	0.431833909934542	0
22C	-1094.21246093644	1.37993187481556	0
22G	-1091.63593268791	0.33314882644005	0
22T	-1091.67086421452	0.431833909934475	0
23A	-1091.65590096553	0.33945896308749	0
23C	-1092.24268708802	1.44776377533358	0
23G	-1091.65006778185	0.337367537355718	0
23T	-1091.79206666651	0.356039621270213	0
24A	-1094.21246093644	1.37993187477916	0
24C	-1091.67086421452	0.431833909934542	0
24G	-1091.67086421452	0.431833909934542	0
24T	-1091.63593268791	0.333148826468276	0
25A	-1091.65098084724	0.338313045697044	0
