model	lik	mode	convergence
1A	-3703.39840845694	3.24932571184488	0
1C	-3936.02424919004	0.547038025769617	0
1G	-3939.78632846061	0.822054875125107	0
1T	-3935.69994800219	0.364497847639299	0
2A	-3928.66327239831	3.14147796501449	0
2C	-3935.6534353437	0.433187864741248	0
2G	-3935.6534353437	0.433187864752065	0
2T	-3738.65493653916	2.94225380706766	0
3A	-3935.65353796382	0.433116628481986	0
3C	-3739.3960859012	2.9241985155316	0
3G	-3926.41574483534	4.57699092266734	0
3T	-3935.65353796382	0.433116628437258	0
4A	-3935.70513984715	0.383740604310242	0
4C	-3935.70671640057	0.387844954978732	0
4G	-3935.93369645024	0.502121642245073	0
4T	-3726.07884591982	3.00201237419389	0
5A	-3729.64900653497	2.96300491518012	0
5C	-3935.6721998515	0.425859136515178	0
5G	-3935.65343314812	0.433189403613176	0
5T	-3935.66853800529	0.427340157604516	0
6A	-3935.93387293222	0.502288745210235	0
6C	-3935.65391097382	0.432745994321392	0
6G	-3933.81293648876	2.24000190254796	0
6T	-3730.89158591513	2.98828069682415	0
7A	-3935.65378684686	0.432780885688591	0
7C	-3935.42362015863	1.22136643554392	0
7G	-3931.17516239801	2.98270294740929	0
7T	-3736.78063573872	2.94916054432095	0
8A	-3935.5757861607	0.86062236219666	0
8C	-3729.11135273595	2.97324646063063	0
8G	-3935.68785414793	0.364451116144317	0
8T	-3935.68331517584	0.41960063709018	0
9A	-3737.51975406805	2.95068510489183	0
9C	-3935.95016550779	0.545952114236235	0
9G	-3927.45409087214	3.86722824288678	0
9T	-3935.65412563481	0.432663361584389	0
10A	-3935.65430123835	0.432219995846089	0
10C	-3929.55958198174	4.40500412642996	0
10G	-3936.01127112367	0.540816308098107	0
10T	-3732.1751928532	2.98555903297416	0
11A	-3935.65343111897	0.433191493934897	0
11C	-3709.83743561558	3.17854323169285	0
11G	-3939.88625990011	0.861502540243798	0
11T	-3935.65343111897	0.433191493934727	0
12A	-3934.02441368212	2.30666162907574	0
12C	-3935.65349238225	0.433159380446957	0
12G	-3935.57463934468	0.85621886495284	0
12T	-3733.57459998377	2.95431791097653	0
