model	lik	mode	convergence
1A	-7387.51198964683	2.95964893608876	0
1C	-7372.59235501247	2.17478930973221	0
1G	-7307.52738736526	2.39485848355596	0
1T	-7422.63721238522	1.14089040811705	0
2A	-7217.96393277059	2.56271439863751	0
2C	-7422.35680080461	1.15474492241507	0
2G	-7414.9824192252	0.503160011053199	0
2T	-7416.05696553813	1.1264490480509	0
3A	-7415.3039250711	0.731001789404208	0
3C	-7375.86036482018	2.21228379343519	0
3G	-7311.64258202509	2.00425050626055	0
3T	-7415.22947035568	0.795393322587759	0
4A	-7276.82369383293	2.03782334783681	0
4C	-7411.11382013029	2.2494058871154	0
4G	-7414.21184201966	2.0166490792887	0
4T	-7415.25868896585	0.40839030291455	0
5A	-7415.21613136179	0.431680226618077	0
5C	-7269.59803691144	2.05238460942578	0
5G	-7415.25981316403	0.373399719663047	0
5T	-7415.21613136179	0.431680226618077	0
6A	-7397.59579367109	1.57058970192123	0
6C	-7409.17659556625	3.00404326000977	0
6G	-7282.67182811286	2.50747897139966	0
6T	-7409.72532490658	3.13250895443705	0
7A	-7274.63217032111	2.04901001289592	0
7C	-7411.84799024735	2.13783292330579	0
7G	-7415.04676538785	0.895615562537416	0
7T	-7415.68628619175	0.692187844320179	0
8A	-7415.21700538642	0.430875831568564	0
8C	-7415.86875470812	0.895771154140011	0
8G	-7269.60084612732	2.05832457705053	0
8T	-7415.18097606682	0.820115181898117	0
9A	-7269.26343030472	2.05444413544161	0
9C	-7415.21615572147	0.431011146470058	0
9G	-7415.21615572147	0.431011146486717	0
9T	-7415.21134095556	0.344274486911021	0
10A	-7415.05220028311	0.304094731789669	0
10C	-7267.92795467613	2.062168379855	0
10G	-7415.21699892874	0.430359108085327	0
10T	-7415.23886191289	0.357481909287024	0
11A	-7271.07814155546	2.04771115358819	0
11C	-7415.24181260364	0.420842649420097	0
11G	-7414.86574836593	1.5174146840118	0
11T	-7415.21610839875	0.431778270121708	0
12A	-7415.24549251909	0.355803818022874	0
12C	-7415.26793114837	0.391464078400178	0
12G	-7411.83678176503	1.87727301188972	0
12T	-7274.04832094965	2.05921347953297	0
13A	-7415.81538370584	1.20243476510707	0
13C	-7415.21621343565	0.431748691813014	0
13G	-7231.88799911074	2.46780222351	0
13T	-7422.40166982222	1.17584750558988	0
14A	-7415.21751512056	0.431332186570413	0
14C	-7412.09802208638	1.63422620621684	0
14G	-7273.22674405857	2.08555586138765	0
14T	-7415.72992747274	0.729856874973911	0
15A	-7415.21622006819	0.431752719337573	0
15C	-7415.43997526524	0.969044442046399	0
15G	-7270.0221482939	2.0544912920388	0
15T	-7415.65397404811	0.766252078769214	0
16A	-7415.26749804755	0.387011241075887	0
16C	-7415.34569470058	1.21328180735489	0
16G	-7274.67562636739	2.03817864514029	0
16T	-7410.89039018204	3.26695242932813	0
17A	-7415.08625315897	0.308349028170056	0
17C	-7354.66780080861	1.81229614931154	0
17G	-7319.01902300639	2.67989590851797	0
17T	-7415.41956065457	0.656562431041532	0
18A	-7267.52197227698	2.07902496696456	0
18C	-7415.20505081456	0.338442273882163	0
18G	-7416.01725116348	1.19193609024987	0
18T	-7415.26610025959	0.383326389371111	0
19A	-7411.52740247455	2.57737834161566	0
19C	-7415.31408173308	1.41137942678171	0
19G	-7276.30157699394	2.03913232160352	0
19T	-7415.25984432775	1.27374008501417	0
20A	-7390.34458758309	3.14568943127825	0
20C	-7415.21657687833	0.430912604049293	0
20G	-7291.62854079321	1.99539719392842	0
20T	-7415.71830484791	0.889763950188747	0
21A	-7415.21631504853	0.431627429657283	0
21C	-7415.38002508102	0.979426769815839	0
21G	-7270.38263954795	2.05043842727725	0
21T	-7415.21631504853	0.431627429552653	0
22A	-7415.21634132247	0.431291585146784	0
22C	-7414.1109669366	2.06800016189918	0
22G	-7271.40017593702	2.04840709409666	0
22T	-7415.2407541997	0.358585510350732	0
23A	-7415.52438401934	0.56393397452287	0
23C	-7270.83350941617	2.05344754775994	0
23G	-7414.97873996799	1.57511074730388	0
23T	-7415.21624095892	0.431738814224678	0
24A	-7273.86873854216	2.06672759146532	0
24C	-7415.54434016236	0.571740823298887	0
24G	-7415.51141836725	0.506644647308011	0
24T	-7411.19703454796	1.89764151601173	0
25A	-7278.32642823102	2.07366608831752	0
25C	-7407.24095772376	2.52079595049648	0
25G	-7415.557715096	1.31405156503133	0
25T	-7414.99129914684	1.44982112135444	0
26A	-7313.02527851164	1.99012711024171	0
26C	-7415.69714998696	0.66605318975599	0
26G	-7415.21654502967	0.431228258292811	0
26T	-7372.4111866915	2.31132212861169	0
27A	-7415.26616644826	0.383473215223003	0
27C	-7416.40230928545	1.02313016034743	0
27G	-7415.4643972359	0.624669015615802	0
27T	-7265.97860704064	2.08948878608933	0
28A	-7415.02751524241	1.253102499245	0
28C	-7415.21591886731	0.431989516400742	0
28G	-7270.9111254011	2.04739815540163	0
28T	-7415.21591886731	0.431989516401044	0
29A	-7414.47864324123	1.84433223462202	0
29C	-7415.21438152923	0.424660476960973	0
29G	-7268.12942892973	2.07129711470429	0
29T	-7415.71023332863	0.611638904583552	0
30A	-7415.24986605251	0.416673103766629	0
30C	-7415.21597287823	0.431958660805932	0
30G	-7269.79343080056	2.0512054613349	0
30T	-7415.26066648366	0.407293983961717	0
31A	-7264.00592673883	2.18348162783978	0
31C	-7415.06768783678	1.28365622724107	0
31G	-7415.26719322484	0.398518116942006	0
31T	-7414.88432900888	1.55709102519842	0
32A	-7279.21285402844	2.03919036595874	0
32C	-7408.62338899062	2.2607333673305	0
32G	-7415.22246338465	0.431259739171513	0
32T	-7415.12751155891	1.49142586848314	0
33A	-7356.8434834865	2.7430027440092	0
33C	-7412.81514626036	2.52098037672641	0
33G	-7325.80708216638	1.90476311771553	0
33T	-7415.27286308484	0.396142620015724	0
34A	-7415.70474137446	0.611145444061447	0
34C	-7328.01574897406	1.93796963584926	0
34G	-7351.92397779876	2.5484441086616	0
34T	-7415.45142509808	1.34146202455163	0
35A	-7415.65964388257	1.08897252453166	0
35C	-7415.9187052362	0.77705845390378	0
35G	-7268.37528572671	2.06888024767163	0
35T	-7415.21676244638	0.430116720166258	0
36A	-7415.50970360547	0.515850181926742	0
36C	-7415.21597718179	0.431961944157786	0
36G	-7267.87590400264	2.06361731377778	0
36T	-7415.21597718179	0.431961944348435	0
37A	-7415.21592082411	0.431993039175216	0
37C	-7270.54632818967	2.05264868476903	0
37G	-7415.21592082411	0.431993039291946	0
37T	-7415.54184418266	1.25299716044069	0
38A	-7416.17650674393	1.19750067733471	0
38C	-7415.39106934064	1.58675277655464	0
38G	-7261.99053414317	2.1212934928426	0
38T	-7415.12954393313	1.18027666566019	0
39A	-7415.21625323962	0.431164377326511	0
39C	-7270.78264757501	2.05732621088348	0
39G	-7412.5442940467	3.58859808514471	0
39T	-7416.07711180432	0.903581322461633	0
40A	-7415.42961644423	0.640981609476056	0
40C	-7415.08305208209	0.309386773485526	0
40G	-7407.23440740278	2.4743495214284	0
40T	-7277.57905371899	2.04365596356259	0
41A	-7415.21624849251	0.431650590480283	0
41C	-7270.06377037671	2.05322467493569	0
41G	-7415.21624849251	0.43165059061855	0
41T	-7415.63433886535	0.989149219884418	0
42A	-7415.256131895	0.371521765159214	0
42C	-7279.68393298249	2.04021791392357	0
42G	-7407.90395043368	2.45854276111109	0
42T	-7414.16741085955	1.85164187999913	0
43A	-7415.91876358088	0.777300083801892	0
43C	-7416.52665006534	1.09207769884145	0
43G	-7415.5232475218	0.568002919168773	0
43T	-7262.61966020648	2.1249849497967	0
44A	-7296.57404295257	2.01151963669307	0
44C	-7415.60109681106	1.33072151452574	0
44G	-7415.78769482589	0.761866594419064	0
44T	-7385.0650497949	2.89737739073728	0
45A	-7416.07719618289	0.901890504707559	0
45C	-7272.42154861483	2.10415763447551	0
45G	-7411.6071471269	3.12640576325125	0
45T	-7413.97552889738	1.46078035199055	0
46A	-7413.48167373806	1.47550525060801	0
46C	-7276.72984513486	2.08891852621106	0
46G	-7414.63654966164	1.74304947275782	0
46T	-7412.10608661113	2.50197635370713	0
47A	-7268.56940002406	2.0606751984034	0
47C	-7415.5161089741	0.557581910784229	0
47G	-7415.48480882804	0.536691180103983	0
47T	-7415.25858451034	0.409071393011115	0
48A	-7290.78550616411	1.99451942271322	0
48C	-7415.24888233215	0.419924531894786	0
48G	-7415.24504122258	0.418739057603661	0
48T	-7391.63692399044	3.12707241512911	0
49A	-7270.06475044329	2.05604733753119	0
49C	-7415.26162205782	0.375461272520003	0
49G	-7415.53509109985	1.18004485929443	0
49T	-7415.29830307973	0.721816611040706	0
50A	-7415.6984250772	0.944508577740925	0
50C	-7269.36869357277	2.05761494501683	0
50G	-7415.24202596825	0.420583968674567	0
50T	-7415.27815614456	0.391681891083461	0
51A	-7415.2160051676	0.431937267962914	0
51C	-7415.2160051676	0.43193726787207	0
51G	-7415.27601081293	0.391254636970468	0
51T	-7269.75640405348	2.05142649596962	0
52A	-7415.26556883525	0.407897350714743	0
52C	-7415.21613710512	0.431868994521333	0
52G	-7415.52323597725	0.54023625851449	0
52T	-7269.19232021047	2.055589461427	0
53A	-7409.98999122279	2.23925142914754	0
53C	-7415.26403274479	0.40265279068318	0
53G	-7415.331660149	0.731749208641519	0
53T	-7276.72601711795	2.04186700330981	0
54A	-7415.30487233328	0.454940570600132	0
54C	-7353.40953084657	1.82585550209224	0
54G	-7415.21473814373	0.425112990973275	0
54T	-7319.31829569079	2.6727608251571	0
55A	-7400.54265810406	2.57950092279961	0
55C	-7290.07866449723	2.04544733254256	0
55G	-7411.29507954494	1.70585099253383	0
55T	-7415.65321025565	0.78146063073243	0
56A	-7414.1053676742	1.8215611811442	0
56C	-7406.49710630272	2.97424268212753	0
56G	-7346.13114393733	2.67062108678068	0
56T	-7343.09146628762	1.8557689841512	0
57A	-7265.51468293949	2.08284609063574	0
57C	-7415.48334674407	0.504270602803829	0
57G	-7415.87435966755	0.715941562891177	0
