model	lik	mode	convergence
1A	-1062.39021038151	0.890697128776351	0
1C	-1062.82091311099	1.10464818622429	0
1G	-1062.6267756123	1.68678301842982	0
1T	-1062.59103035131	0.400386831508432	0
2A	-1062.59211415526	0.397472795908828	0
2C	-1062.11935184545	1.7024213411954	0
2G	-1062.53976851223	0.433326486127551	0
2T	-1062.56491449298	0.799422616147982	0
3A	-1062.01830784149	1.70114621778614	0
3C	-1062.53950817237	0.433487348987768	0
3G	-1062.53950817237	0.433487349004611	0
3T	-1062.53950817237	0.433487348987877	0
4A	-1062.34650124126	1.40499379997889	0
4C	-1062.98340815307	1.65539656898311	0
4G	-1062.63409621007	0.764511817273024	0
4T	-1062.5398689902	0.433097604736608	0
5A	-1062.53979595854	0.433286202935977	0
5C	-1062.59419107366	0.38919349355783	0
5G	-1062.58359406206	0.411115653154822	0
5T	-1061.64781774634	1.73197795645689	0
6A	-1062.56267936936	0.423898756043409	0
6C	-1061.97148848007	1.70496434155049	0
6G	-1062.53952207803	0.43348152599867	0
6T	-1062.53952207803	0.433481526030935	0
7A	-1062.12062451045	1.73072810554608	0
7C	-1062.53974588764	0.433332188358815	0
7G	-1063.04254848232	1.05955901412302	0
7T	-1062.53974588764	0.433332188358815	0
8A	-1061.94138951398	1.70743784016592	0
8C	-1062.53954209802	0.433471450261701	0
8G	-1062.53954209802	0.433471450261793	0
8T	-1062.57317887026	0.418024391984637	0
9A	-1062.86858867381	0.847482139691966	0
9C	-1062.53984386677	0.43275719206803	0
9G	-1062.53984386677	0.432757192068022	0
9T	-1062.02954040486	1.7207246840327	0
10A	-1062.53970786243	0.433350428919815	0
10C	-1062.53970786243	0.433350428919815	0
10G	-1063.095105763	1.01825604006003	0
10T	-1062.00632694803	1.74066656703874	0
11A	-1062.58231185774	0.412400642235483	0
11C	-1062.53957292937	0.433456888565912	0
11G	-1062.53957292937	0.433456888565912	0
11T	-1061.90870223572	1.71018230251649	0
12A	-1062.53980797739	0.43314583698682	0
12C	-1062.53980797739	0.433145837054564	0
12G	-1061.66536395558	1.73080826689637	0
12T	-1062.58580340417	0.37437507989862	0
13A	-1062.53977993134	0.433169589371791	0
13C	-1061.68519868131	1.72913487070514	0
13G	-1062.58657007062	0.376073401727533	0
13T	-1062.53977993134	0.433169589376626	0
14A	-1061.73701181035	1.72465924238946	0
14C	-1062.53973869106	0.433263317460173	0
14G	-1062.59117327729	0.383571794545488	0
14T	-1062.53973869106	0.433263317460164	0
15A	-1062.61385018497	1.07527025028819	0
15C	-1062.42855048709	1.68484863788086	0
15G	-1062.56550966434	0.425260221975284	0
15T	-1062.53953241683	0.433481939034992	0
16A	-1062.53974588764	0.433332188358815	0
16C	-1063.04254848232	1.05955901412302	0
16G	-1062.12062451045	1.73072810554618	0
16T	-1062.53974588764	0.433332188341787	0
17A	-1062.53973587202	0.433337955008694	0
17C	-1057.89818053282	1.88358269982027	0
17G	-1066.96457527447	1.23976811319205	0
17T	-1062.53973587202	0.433337955008672	0
18A	-1062.53952207803	0.43348152599867	0
18C	-1062.53952207803	0.433481526030935	0
18G	-1061.97148848007	1.70496434155049	0
18T	-1062.56267936936	0.423898756085485	0
19A	-1062.6333897136	0.765270156969883	0
19C	-1062.53957782747	0.433451152853597	0
19G	-1062.53957782747	0.433451152859101	0
19T	-1062.2498292893	1.69113978529121	0
20A	-1062.5920901803	0.397518329042327	0
20C	-1062.53965330292	0.433384698298308	0
20G	-1062.53965330292	0.433384698325167	0
20T	-1061.82551259253	1.71711799969652	0
21A	-1062.53963901086	0.433437666512521	0
21C	-1062.50884703794	1.68728178760256	0
21G	-1062.72020307354	1.17989498884018	0
21T	-1062.53963901086	0.433437666551635	0
22A	-1061.72820270165	1.72544152626807	0
22C	-1062.53975189489	0.43325328304368	0
22G	-1062.59119498387	0.382620372127181	0
22T	-1062.53975189489	0.43325328304368	0
23A	-1062.53975189489	0.43325328304368	0
23C	-1061.72820270165	1.72544152626807	0
23G	-1062.53975189489	0.43325328304368	0
23T	-1062.59119498387	0.382620372096974	0
24A	-1062.53969682767	0.433331592930312	0
24C	-1062.55539208992	0.790073288913044	0
24G	-1062.29022836209	1.68816898434288	0
24T	-1062.53969682767	0.433331592930187	0
25A	-1063.60906154319	1.64906082508735	0
25C	-1062.53955741205	0.433463831822513	0
25G	-1062.06791877407	1.63187007530764	0
25T	-1062.53955741205	0.433463831800788	0
26A	-1062.5912549245	0.407230090426794	0
26C	-1062.53963063464	0.433428342684367	0
26G	-1062.53963063464	0.433428342684367	0
26T	-1061.86637168343	1.71388745103569	0
27A	-1062.84873998673	0.549602178882726	0
27C	-1062.5397062345	0.433333014792167	0
27G	-1061.58704445044	1.7461463626643	0
27T	-1062.5397062345	0.433333014792158	0
28A	-1063.30654625707	1.65281747027051	0
28C	-1062.10613244645	1.66100530695646	0
28G	-1062.54013807156	0.432909549541818	0
28T	-1062.54013807156	0.432909549541778	0
29A	-1062.53977993134	0.433169589366357	0
29C	-1062.53977993134	0.433169589371192	0
29G	-1062.58657007062	0.376073401727209	0
29T	-1061.68519868131	1.72913487071124	0
30A	-1062.6333897136	0.765270157148722	0
30C	-1062.53957782747	0.433451152881326	0
30G	-1062.2498292893	1.69113978529121	0
30T	-1062.53957782747	0.433451152859101	0
31A	-1062.82059723967	1.10490427578579	0
31C	-1062.37655869536	1.69888776373314	0
31G	-1062.53970589163	0.433361166219658	0
31T	-1062.53970589163	0.433361166219658	0
32A	-1062.53963063464	0.433428342706637	0
32C	-1062.53963063464	0.433428342706655	0
32G	-1062.5912549245	0.407230090449192	0
32T	-1061.86637168343	1.71388745104054	0
33A	-1062.5933958212	0.393958737961371	0
33C	-1061.80174437404	1.71915271449619	0
33G	-1062.53968155916	0.433359814800158	0
33T	-1062.53968155916	0.433359814800158	0
