model	lik	mode	convergence
1A	-2581.82274790985	3.72718480139164	0
1C	-2578.13713230871	2.1634406950388	0
1G	-2612.66485334258	0.427678409009968	0
1T	-2610.16658499827	2.22209464603106	0
2A	-2531.69422007521	2.7063095652383	0
2C	-2617.80710875687	0.913784221059332	0
2G	-2612.68537264427	0.800191946214491	0
2T	-2612.66635241879	0.432846319211095	0
3A	-2613.00179953649	1.0571492586745	0
3C	-2612.71872334215	0.389684607017562	0
3G	-2612.66619661115	0.432608848829772	0
3T	-2551.35060938511	2.41432035369023	0
4A	-2598.59378724007	3.53825802685961	0
4C	-2612.49282998854	0.907916179471052	0
4G	-2612.66574921115	0.433045081318125	0
4T	-2566.11085362799	2.26647780966062	0
5A	-2612.66600719174	0.432821684804008	0
5C	-2612.66600719174	0.432821684757837	0
5G	-2551.133850983	2.40196832747408	0
5T	-2612.71760253566	0.373104219470924	0
6A	-2612.66605742537	0.432645375564	0
6C	-2560.46661732326	2.30972349420774	0
6G	-2603.07166885401	4.40263731606165	0
6T	-2612.74300003187	0.73398662509385	0
7A	-2552.17541413898	2.38848650665898	0
7C	-2612.66593589513	0.432888325596097	0
7G	-2612.67759043969	0.791249668348298	0
7T	-2612.66593589513	0.432888325594355	0
8A	-2612.66625120124	0.431697206562456	0
8C	-2589.17906661737	3.58258605282398	0
8G	-2571.90813860723	2.23437471494016	0
8T	-2612.57394390977	0.31621904777615	0
9A	-2612.66447029625	0.427936388079585	0
9C	-2612.8219263126	0.440964926488021	0
9G	-2545.64594340843	2.44512021548228	0
9T	-2612.66447029625	0.427936388079195	0
10A	-2612.71737337278	0.399078615032672	0
10C	-2612.71107462396	0.362442329021079	0
10G	-2612.66617438669	0.432764767895588	0
10T	-2550.62501125918	2.41121178939209	0
11A	-2551.63770753001	2.39246958611474	0
11C	-2612.66579596956	0.433020917986309	0
11G	-2612.66579596956	0.433020917986309	0
11T	-2612.70408381869	0.414399726633003	0
12A	-2612.66587671119	0.432971585758335	0
12C	-2612.71871353769	0.403122557412842	0
12G	-2550.06252261026	2.43081965254295	0
12T	-2613.14774622536	0.657736976499173	0
13A	-2551.15314337629	2.4014662333176	0
13C	-2612.71390080607	0.404757465494183	0
13G	-2612.71812903305	0.396283878811975	0
13T	-2612.66599373516	0.432877274819541	0
14A	-2551.22270164396	2.4004214060877	0
14C	-2612.72530320998	0.381768792871138	0
14G	-2612.66598524862	0.432901271043609	0
14T	-2612.66598524862	0.432901270987017	0
15A	-2612.66448291305	0.427931297235751	0
15C	-2612.82192002357	0.440961727779435	0
15G	-2545.5565470494	2.44665159535063	0
15T	-2612.68617860784	0.418974807671235	0
16A	-2552.39694271815	2.39031777591007	0
16C	-2612.66606110977	0.43264384456088	0
16G	-2612.66606110977	0.432643844553769	0
16T	-2612.6069727948	1.1196333296217	0
17A	-2551.06808212537	2.40306200070264	0
17C	-2612.71916199523	0.389735020858511	0
17G	-2612.69519080735	0.420594265974383	0
17T	-2612.70176528294	0.415867615986267	0
18A	-2545.74983452174	2.42984163430785	0
18C	-2612.87569724741	0.613177430086721	0
18G	-2612.66633324309	0.431626209666608	0
18T	-2612.66633324309	0.431626209666608	0
19A	-2555.70085825825	2.38136466939174	0
19C	-2612.66584879078	0.432994565921769	0
19G	-2610.33514116721	2.15037591825749	0
19T	-2612.66584879078	0.432994565931239	0
20A	-2612.66593416741	0.432930360022573	0
20C	-2562.43243956108	2.29717669092796	0
20G	-2612.45797170439	0.923286751771074	0
20T	-2602.67297631718	3.58288625571146	0
21A	-2612.66604983237	0.43269374025635	0
21C	-2551.12266273546	2.40258494739642	0
21G	-2612.66604983237	0.432693740267372	0
21T	-2612.71095322462	0.373404632840076	0
22A	-2550.93690714331	2.42050003554132	0
