model	lik	mode	convergence
1A	-292.868555952464	2.14105758181461	0
1C	-297.323380622945	0.433558247921026	0
1G	-311.648324550269	1.04115044307307	0
1T	-297.323380622888	0.433558075902129	0
2A	-297.3233806406	0.433558079359225	0
2C	-297.323380640409	0.433558179868286	0
2G	-297.368274981974	0.368468891340305	0
2T	-310.124255835042	1.20181335266596	0
3A	-297.323380634486	0.433558016926434	0
3C	-297.759760695287	0.592273485474911	0
3G	-310.028576861353	1.21001124114899	0
3T	-297.323380634384	0.433558071028081	0
4A	-297.373753455337	0.373858136311319	0
4C	-297.323380637519	0.433558199562391	0
4G	-297.3233806375	0.433558204612906	0
4T	-310.134298658537	1.20111441793171	0
5A	-297.734623214402	1.0696711018339	0
5C	-297.32338058262	0.433557857322918	0
5G	-310.377409060714	1.18672298202893	0
5T	-297.323380582582	0.433557799533957	0
neutral	-297.609059234965	1	0
