model	lik	mode	convergence
1A	-193.682263560558	2.21903064943085	0
1C	-214.979511189628	0.433558173313527	0
1G	-214.979511189633	0.433558138724373	0
1T	-227.2280160537	0.751236725706632	0
2A	-214.979511170943	0.43355816944318	0
2C	-214.979511170802	0.43355831522784	0
2G	-209.76303356105	1.9946177354394	0
2T	-214.99078644595	1.30052082919481	0
3A	-215.026968432562	0.410328238230136	0
3C	-208.829951984215	2.00977914772927	0
3G	-214.979511175167	0.433558308963726	0
3T	-214.979511175119	0.433558058789234	0
neutral	-215.265187664075	1	0
