model	lik	mode	convergence
1A	-995.19520221179	3.0078163357014	0
1C	-1311.92713871518	0.433558064927554	0
1G	-1327.159450452	0.896034845599623	0
1T	-1311.92713871517	0.433558202029538	0
2A	-1311.92713869819	0.433558106589751	0
2C	-1311.92713869813	0.433558357306079	0
2G	-1067.4207886119	2.54608802104365	0
2T	-1312.09721831685	1.19087346785876	0
3A	-1311.9271386915	0.433558217148892	0
3C	-1311.9503907542	0.424924479752188	0
3G	-1311.92713869157	0.433557339845089	0
3T	-1066.8687762386	2.54379957024828	0
4A	-1311.98460721199	0.395460489284504	0
4C	-1311.92713870862	0.433558084392412	0
4G	-1066.51989886201	2.54576597846941	0
4T	-1311.92713870858	0.433558144012018	0
5A	-1067.10489788251	2.54427727511262	0
5C	-1311.92713869248	0.433558050048379	0
5G	-1311.92713869252	0.433557915971594	0
5T	-1312.08523288736	0.732938984439414	0
6A	-1063.85284561769	2.56425573836795	0
6C	-1311.92713844897	0.433557392971028	0
6G	-1311.92713844892	0.4335573973098	0
6T	-1312.0219449054	0.416795203412327	0
7A	-1311.92713869538	0.433558113300696	0
7C	-1066.75617825383	2.54441631778547	0
7G	-1311.96908961468	0.414650529644848	0
7T	-1311.92713869568	0.433557861633396	0
8A	-1066.78502494596	2.54425651643743	0
8C	-1311.9652135477	0.417213209333792	0
8G	-1311.92713869465	0.433558585154453	0
8T	-1311.92713869457	0.433557942524486	0
neutral	-1312.21281831941	1	0
