model	lik	mode	convergence
1A	-1859.57292384245	2.42481206692121	0
1C	-1865.99644103292	1.10481490215041	0
1G	-1871.52597623678	0.899058410640095	0
1T	-1865.08776286514	0.324121038053747	0
2A	-1865.20502221482	0.384042541810135	0
2C	-1865.06077568928	1.27048666200179	0
2G	-1870.10696122837	0.718735622925833	0
2T	-1865.44460333112	0.786021432695829	0
3A	-1865.15304139371	0.43136142612873	0
3C	-1870.16414635196	0.72675609615245	0
3G	-1863.49178521962	1.39571720613519	0
3T	-1865.36942964581	0.581567544477257	0
4A	-1865.1527341152	0.431330827130403	0
4C	-1871.67276017981	1.07592212312942	0
4G	-1865.1527341152	0.431330827130549	0
4T	-1865.17125472437	0.354817355750365	0
5A	-1865.15251789893	0.431982878016167	0
5C	-1865.52356547884	0.848193815767321	0
5G	-1871.75384786785	1.06340854185986	0
5T	-1865.15251789893	0.43198287804686	0
6A	-1865.15260150057	0.431904133386964	0
6C	-1865.15260150057	0.431904133410496	0
6G	-1865.46226048532	0.554137508749283	0
6T	-1871.69437141945	1.07263755254537	0
7A	-1865.20650482515	0.392543495454719	0
7C	-1865.1526009846	0.431891187614231	0
7G	-1871.69965924732	1.07227014963671	0
7T	-1865.1526009846	0.431891187618365	0
8A	-1865.18843998271	0.414868008573679	0
8C	-1865.15245387927	0.432012529833313	0
8G	-1871.71426024652	1.07022674003366	0
8T	-1865.15245387927	0.432012529830153	0
9A	-1871.70105205925	1.07208143884749	0
9C	-1865.20480986667	0.393215021802999	0
9G	-1865.15257499484	0.431908709581046	0
9T	-1865.15257499484	0.431908709581037	0
10A	-1865.20500699463	0.384295974552126	0
10C	-1865.11758861082	0.331719196079869	0
10G	-1871.61221012126	1.08371442880631	0
10T	-1865.15304609111	0.430613694824795	0
11A	-1865.15273673272	0.431116745562818	0
11C	-1865.15273673272	0.431116745561701	0
11G	-1865.15529899153	0.347195879747097	0
11T	-1871.66568480405	1.07685614871635	0
12A	-1865.68494846191	0.743563648816883	0
12C	-1871.68992666963	1.07219907949102	0
12G	-1865.15230257182	0.427685567415873	0
12T	-1865.15230257182	0.427685567416125	0
13A	-1865.15270714756	0.430912131574249	0
13C	-1871.66012766228	1.07758399671312	0
13G	-1865.14029956723	0.341150348303352	0
13T	-1865.15270714756	0.430912131574333	0
14A	-1871.68878830245	1.07295197678509	0
14C	-1865.12106030769	0.334073765876515	0
14G	-1865.1527297062	0.430588694134618	0
14T	-1865.52438188468	0.846253352983333	0
15A	-1865.1487458024	0.344200801857371	0
15C	-1865.15335623147	0.427695703607866	0
15G	-1866.30424251443	1.15248636549302	0
15T	-1870.13888335004	0.640897640274954	0
16A	-1865.15249289885	0.431993824500065	0
16C	-1865.28731357015	1.03436428827306	0
16G	-1865.15249289885	0.431993824550138	0
16T	-1871.78804367759	1.05787208554953	0
17A	-1871.73041444911	1.06735718162167	0
17C	-1865.15266684611	0.430804007457706	0
17G	-1865.31774966623	0.634938960201619	0
17T	-1865.15266684611	0.430804007453514	0
18A	-1865.08826052853	0.324155150675263	0
18C	-1871.55734394462	1.0902561413063	0
18G	-1865.15257875787	0.430069068381264	0
18T	-1865.36597406443	0.457140181147688	0
19A	-1871.70378025771	1.07170363256195	0
19C	-1865.15251864734	0.431970892695928	0
19G	-1865.20743117184	0.397889326669925	0
19T	-1865.15251864734	0.431970892774338	0
20A	-1866.52184762358	1.13174568345491	0
20C	-1865.51839884338	0.643105205074558	0
20G	-1865.16869913961	0.353717189160933	0
20T	-1870.23465258422	0.626050007092891	0
21A	-1865.1527687915	0.431727777259384	0
21C	-1865.1914492728	0.360640496800154	0
21G	-1871.67517669397	1.07561670625717	0
21T	-1865.1527687915	0.431727777255026	0
22A	-1865.15274165073	0.431644352881579	0
22C	-1865.50979648477	0.540037896154419	0
22G	-1871.60295635808	1.08446970935061	0
22T	-1865.15274165073	0.431644352903445	0
23A	-1865.15261668906	0.431928507527063	0
23C	-1870.94055789119	1.15553447425766	0
23G	-1865.15261668906	0.431928507506089	0
23T	-1865.83373719338	0.722179053386599	0
24A	-1865.45302651784	0.536385692762508	0
24C	-1871.86041136903	1.04178941654098	0
24G	-1865.41144461488	0.649784389464444	0
24T	-1863.22683254159	2.95957385384022	0
25A	-1865.15270946618	0.431619717650639	0
25C	-1865.45146280343	0.527736454395494	0
25G	-1871.67934285979	1.07469538179825	0
25T	-1865.15270946618	0.431619717650491	0
26A	-1871.70013513467	0.938565297725225	0
26C	-1865.16882326489	1.33248547177999	0
26G	-1865.15326289488	0.430227736404981	0
26T	-1865.15326289488	0.430227736526932	0
27A	-1865.36976356687	0.512997989860809	0
27C	-1871.61880074876	1.08253278549369	0
27G	-1865.14857768495	0.344103620210916	0
27T	-1865.15208872341	0.427642494701583	0
28A	-1865.15242226413	0.432033131662561	0
28C	-1871.90577431048	0.965253714041628	0
28G	-1865.15242226413	0.432033131630345	0
28T	-1861.54746526523	2.32514904946196	0
29A	-1865.1525222388	0.431971291999598	0
29C	-1869.98372167097	0.516968186928602	0
29G	-1866.82924241551	1.0989962499748	0
29T	-1865.1525222388	0.43197129196439	0
30A	-1865.15246358584	0.432012956889924	0
30C	-1871.71382721098	1.07028459363441	0
30G	-1865.19122109878	0.414831445034946	0
30T	-1865.15246358584	0.43201295682998	0
31A	-1865.43907244985	0.512525484118976	0
31C	-1865.15276025017	0.4315163203666	0
31G	-1871.67112203187	1.07581537170578	0
31T	-1865.15276025017	0.431516320399364	0
32A	-1865.14029956723	0.341150348329598	0
32C	-1871.66012766228	1.07758399671049	0
32G	-1865.15270714756	0.430912131517592	0
32T	-1865.15270714756	0.430912131574333	0
33A	-1865.15256397148	0.431922816834482	0
33C	-1865.15256397148	0.431922816780682	0
33G	-1871.70227495118	1.07191124221865	0
33T	-1865.20458708616	0.395150795588165	0
34A	-1866.89276874153	1.0888507072535	0
34C	-1864.58404549859	1.70543514519268	0
34G	-1865.15294406664	0.428140925466112	0
34T	-1869.39809271489	0.485470609602631	0
35A	-1871.19255078653	1.12935444201174	0
35C	-1865.43148454548	0.604044431742223	0
35G	-1865.15288797623	0.43081767872775	0
35T	-1865.20589416867	0.39170817225179	0
36A	-1865.15249033622	0.431971594033411	0
36C	-1865.35710951226	0.652189170930446	0
36G	-1865.15249033622	0.431971594055705	0
36T	-1870.76724263692	1.17022452551674	0
37A	-1862.3675384861	2.83821532898884	0
37C	-1871.74077253626	1.05857410535408	0
37G	-1865.15285508533	0.431620600827096	0
37T	-1865.36979803628	0.581625209936033	0
38A	-1866.07259901562	0.931760254406369	0
38C	-1865.15290856259	0.430603964423826	0
38G	-1865.38944592912	0.884176576848687	0
38T	-1871.74182658441	1.0611526701508	0
39A	-1865.36917259786	0.512232167970212	0
39C	-1865.15184218129	0.426742186192287	0
39G	-1871.88417035762	1.03307154986614	0
39T	-1863.80560869977	2.16561364016497	0
40A	-1865.15271793546	0.431085898695901	0
40C	-1871.66525320641	1.07691259643431	0
40G	-1865.15271793546	0.431085898671033	0
40T	-1865.15315145798	0.346138840121686	0
41A	-1865.82962796411	0.708046036748793	0
41C	-1871.5975927968	1.08461957308222	0
41G	-1865.19884568002	0.40667610193636	0
41T	-1865.17400405331	0.423149905161215	0
42A	-1865.15251789893	0.431982878041141	0
42C	-1871.75384786785	1.06340854186144	0
42G	-1865.52356547884	0.848193815622072	0
42T	-1865.15251789893	0.431982878046994	0
43A	-1865.15318991357	0.43052105894667	0
43C	-1865.34249072342	0.591448152402959	0
43G	-1866.14905515092	0.810258913484347	0
43T	-1870.85930913508	1.1635253638466	0
44A	-1865.15262187369	0.431842150738271	0
44C	-1871.74298109676	1.06555718878901	0
44G	-1865.15262187369	0.431842150655986	0
