model	lik	mode	convergence
1A	-1194.73744021956	2.50306203747903	0
1C	-1229.67484901279	0.433558756020061	0
1G	-1244.95355270046	0.955174638916213	0
1T	-1229.67484901288	0.433557977930263	0
2A	-1240.75831141085	1.16590885107893	0
2C	-1229.67484902704	0.433558139464865	0
2G	-1229.73056670811	0.400150410619385	0
2T	-1229.67484902704	0.433558250149407	0
3A	-1229.67484872327	0.433557299094014	0
3C	-1240.64401814345	1.16899594171342	0
3G	-1230.20401425343	0.655188368072366	0
3T	-1229.67484872333	0.43355733023508	0
4A	-1229.67484870687	0.433557273442664	0
4C	-1229.67484870673	0.43355717176727	0
4G	-1240.5319070923	1.17061515209523	0
4T	-1229.34723085164	0.27510662035902	0
5A	-1229.67484902077	0.433558188826508	0
5C	-1240.76920143175	1.16568697182375	0
5G	-1229.72380312442	0.408945678600064	0
5T	-1229.67484902095	0.433558012194372	0
6A	-1229.67484901443	0.433558172814381	0
6C	-1229.67484901448	0.433557805369588	0
6G	-1229.7038231346	0.422239262886921	0
6T	-1240.78474393838	1.16537108743336	0
7A	-1229.70150284631	0.35610352926639	0
7C	-1229.6748490526	0.433558113770172	0
7G	-1229.67484905258	0.433558104891666	0
7T	-1240.69594522945	1.16718800170362	0
8A	-1229.6748487067	0.433557273215465	0
8C	-1240.53190709252	1.17061515282352	0
8G	-1229.34723085178	0.275106731255085	0
8T	-1229.67484870688	0.43355722060338	0
9A	-1229.67484905195	0.433558092266324	0
9C	-1240.88106428525	1.16383344382778	0
9G	-1229.67484905194	0.433558214502963	0
9T	-1229.98739093445	0.87133595735025	0
10A	-1229.67484904469	0.433558114224544	0
10C	-1229.73324674876	0.411440053504356	0
10G	-1240.51705077923	1.17094747569472	0
10T	-1229.67484904459	0.433558077676862	0
11A	-1229.67484901562	0.433558103001387	0
11C	-1229.65180843075	1.1495917502542	0
11G	-1229.67484901558	0.433558195282123	0
11T	-1240.98177457081	1.16174046340155	0
12A	-1229.67484901855	0.433558162878447	0
12C	-1229.71823745701	0.413614134970919	0
12G	-1229.67484901846	0.433558397960105	0
12T	-1240.77477376063	1.16557361379694	0
13A	-1240.85718830567	1.16410369239949	0
13C	-1229.67484902879	0.433558193826363	0
13G	-1229.84536484346	0.714526927161246	0
13T	-1229.67484902876	0.433558170513065	0
14A	-1240.71114947714	1.16687485802716	0
14C	-1229.67484905001	0.433558080884183	0
14G	-1229.67484904997	0.433558251376932	0
14T	-1229.71664690639	0.365928748480188	0
15A	-1228.57534988589	0.331858679818634	0
15C	-1229.67484857609	0.433557024105452	0
15G	-1239.96498955646	1.18210636979522	0
15T	-1229.67484857605	0.433556890145573	0
16A	-1240.96779870736	1.16363312088513	0
16C	-1229.67484904909	0.433558150184698	0
16G	-1230.59471434867	1.09305467986349	0
16T	-1229.67484904908	0.433558076660807	0
17A	-1229.67484903603	0.43355810593527	0
17C	-1229.90471014719	0.667460393576736	0
17G	-1229.67484903606	0.433558237591655	0
17T	-1240.83081137909	1.16464396101389	0
18A	-1229.67484903706	0.433558119334296	0
18C	-1229.67484903675	0.433558216430336	0
18G	-1229.70493270827	1.461962378824	0
18T	-1241.30207969731	1.15634088408367	0
neutral	-1229.96052816476	1	0
