model	lik	mode	convergence
1A	-1093.19744242371	1.8313868209422	0
1C	-1094.91022629352	1.48416983510704	0
1G	-1095.51365923095	0.427948901100824	0
1T	-1097.63612780848	0.391031920199492	0
2A	-1095.70360022164	0.703301318216374	0
2C	-1095.51489177817	0.43289963209964	0
2G	-1095.51489177817	0.43289963207213	0
2T	-1096.22059121405	1.47909217675509	0
3A	-1095.55864306383	0.410141531195939	0
3C	-1097.14720240572	1.41671338620944	0
3G	-1095.11330164047	1.65062527991845	0
3T	-1095.51491010097	0.432907580865958	0
4A	-1095.23329403504	1.25898745936803	0
4C	-1095.51553681148	0.431864714770175	0
4G	-1095.79212038026	0.570810803176671	0
4T	-1096.42554358832	1.47182006018314	0
5A	-1095.51505606383	0.43262571268103	0
5C	-1095.88656892316	1.5040956665528	0
5G	-1095.56014047502	0.374170849125342	0
5T	-1095.51505606383	0.432625712671128	0
6A	-1095.51503765192	0.431254256746327	0
6C	-1095.47142912485	0.331482341032552	0
6G	-1095.40298429372	1.55146323966265	0
6T	-1095.51503765192	0.431254256723053	0
7A	-1095.51495325498	0.432827456940915	0
7C	-1095.51495325498	0.432827456936368	0
7G	-1092.4005711933	2.48228181756177	0
7T	-1098.32825279436	1.28800229946234	0
8A	-1096.04107399989	1.48994843638487	0
8C	-1095.5148482202	0.432925855479723	0
8G	-1095.55838076695	0.409761002286384	0
8T	-1095.5148482202	0.432925855479763	0
9A	-1095.56605708912	0.400090046063653	0
9C	-1095.51490543645	0.43288077691729	0
9G	-1096.00217819679	1.49348586799993	0
9T	-1095.51490543645	0.43288077688975	0
10A	-1096.11398189062	1.48355139681507	0
10C	-1095.51478702784	0.432963431855325	0
10G	-1095.51478702784	0.43296343180927	0
10T	-1095.52767482326	0.432861793084836	0
11A	-1095.83827664594	1.50842012945407	0
11C	-1095.54628949546	0.419859323649249	0
11G	-1095.5150851362	0.432615388992145	0
11T	-1095.56014063184	0.374164044058022	0
12A	-1095.51353259458	0.428044961134904	0
12C	-1091.49532691797	1.68834083440849	0
12G	-1095.5464088692	0.413741168736825	0
12T	-1097.63639938188	0.391063278925757	0
13A	-1096.78733835718	1.43082840056149	0
13C	-1095.51481713979	0.432947871290314	0
