model	lik	mode	convergence
1A	-2149.94461869239	1.40226799987942	0
1C	-2199.10176136149	0.760981468060629	0
1G	-2186.53718377611	0.433558100352626	0
1T	-2186.53718377608	0.433558217621213	0
2A	-2186.53718379488	0.433558074280865	0
2C	-2186.57695159334	0.364393450570919	0
2G	-2166.30750650106	1.36562227375281	0
2T	-2186.53718379479	0.433558150821432	0
3A	-2186.52899169089	0.813242306628277	0
3C	-2166.70205820235	1.36335147066916	0
3G	-2186.53718376972	0.433557954447014	0
3T	-2186.5371837697	0.43355813455443	0
4A	-2186.53718376837	0.433558138579307	0
4C	-2186.5902088232	0.404434337317335	0
4G	-2166.42885831322	1.36481876728358	0
4T	-2186.53718376826	0.433558169280869	0
5A	-2186.86861219968	0.545645628923634	0
5C	-2186.53718371177	0.433557795971524	0
5G	-2186.53718371175	0.433557828622545	0
5T	-2165.63732666044	1.37084422349971	0
6A	-2186.53718379029	0.433558003931619	0
6C	-2186.53718379021	0.433557886456088	0
6G	-2186.5218934263	0.337705594921966	0
6T	-2166.21018776253	1.36628426114261	0
7A	-2186.53718378006	0.433558059957072	0
7C	-2186.53718377998	0.433558113375718	0
7G	-2166.20072626081	1.36766442888997	0
7T	-2187.34997641693	0.832416516899251	0
8A	-2186.54824433598	0.429819052168634	0
8C	-2186.53718375585	0.433560443066481	0
8G	-2166.49348981752	1.36440182279693	0
8T	-2186.53718375602	0.433557142888154	0
9A	-2187.3360353015	0.808219770066533	0
9C	-2166.12904800716	1.36819171322799	0
9G	-2186.53718378889	0.43355799655747	0
9T	-2186.53718378886	0.433558128366805	0
10A	-2186.53718378174	0.433558125588119	0
10C	-2166.37614553223	1.365164617018	0
10G	-2186.59452210339	0.385995363644195	0
10T	-2186.53718378189	0.433557940851578	0
11A	-2186.53718378773	0.433558130557779	0
11C	-2186.59063941466	0.377792567202207	0
11G	-2166.3510590463	1.36533095045709	0
11T	-2186.53718378763	0.433558281634195	0
12A	-2186.5371837693	0.433558153380971	0
12C	-2186.59127784565	0.402927563701414	0
12G	-2166.42476147419	1.3648454650846	0
12T	-2186.53718376923	0.433558121417824	0
13A	-2186.34960029032	1.42862486775304	0
13C	-2186.53718377871	0.433558089942282	0
13G	-2186.53718377871	0.433558200179638	0
13T	-2168.12385328866	1.36019797175475	0
14A	-2186.53718375921	0.43355809798301	0
14C	-2186.53718375908	0.433558002161871	0
14G	-2166.55517942954	1.36455822437857	0
14T	-2186.96133009603	0.807185576773379	0
15A	-2186.53718379398	0.433558066469468	0
15C	-2166.31272329722	1.36558721361211	0
15G	-2186.57900441405	0.365946527782915	0
15T	-2186.53718379416	0.433558097779314	0
16A	-2186.53718379422	0.433558028993445	0
16C	-2186.53569207159	0.34293327538861	0
16G	-2186.5371837942	0.433557983801198	0
16T	-2166.23041592731	1.36614546903408	0
17A	-2186.5371837591	0.433558092609534	0
17C	-2186.5698596954	0.420332706783479	0
17G	-2186.53718375915	0.433558535725664	0
17T	-2166.47034088632	1.36455023008663	0
18A	-2186.53718377957	0.433558130858703	0
18C	-2186.89607377292	0.859250598683663	0
18G	-2186.53718377956	0.433558023544876	0
18T	-2166.62101358591	1.36415018319552	0
19A	-2186.53718376228	0.433558237012411	0
19C	-2186.57986734274	0.41412973897416	0
19G	-2166.45460707769	1.36465169552869	0
19T	-2186.53718376215	0.433558102976107	0
20A	-2186.53718377661	0.433558117298615	0
20C	-2186.5371837765	0.43355809256576	0
20G	-2166.38850512045	1.36535619330144	0
20T	-2186.85063256396	0.572243767039315	0
21A	-2186.82994158668	0.5898967312873	0
21C	-2186.53718379121	0.433558133735296	0
21G	-2186.53718379121	0.433558154539475	0
21T	-2166.42718307565	1.36512712093001	0
22A	-2186.54363034885	0.346237708985322	0
22C	-2186.5371837955	0.433557973383172	0
22G	-2166.24288811614	1.36606019370268	0
22T	-2186.53718379547	0.433558079416056	0
23A	-2186.53718376471	0.433558194443191	0
23C	-2166.74442340114	1.36307811110186	0
23G	-2186.53718376476	0.433557921052067	0
23T	-2186.41287436981	0.87223442506356	0
24A	-2168.35293233265	1.3551591877724	0
24C	-2183.8618355262	2.42662394793213	0
24G	-2186.53718379376	0.433558231513236	0
24T	-2186.53718379375	0.433558136976255	0
25A	-2186.53718378903	0.433557986120056	0
25C	-2187.33603530165	0.808219772941007	0
25G	-2166.12904800718	1.36819171306841	0
25T	-2186.53718378893	0.433558105874874	0
26A	-2186.78932720495	0.924228246666357	0
26C	-2166.68828568896	1.3637388499256	0
26G	-2186.53718379311	0.433558146297117	0
26T	-2186.53718379308	0.433558160925292	0
27A	-2186.55583045337	0.426888458214057	0
27C	-2186.53718375649	0.433559195205655	0
27G	-2166.48646486158	1.36444674877139	0
27T	-2186.53718375643	0.433559173773844	0
28A	-2186.5371837624	0.43355806567387	0
28C	-2166.0579835769	1.36772783226639	0
28G	-2186.96115021613	0.572820449534362	0
28T	-2186.53718376266	0.433558103153001	0
29A	-2167.06525221458	1.36156654916994	0
29C	-2186.53718375802	0.433558259756992	0
29G	-2186.25337907856	1.50175560993627	0
29T	-2186.53718375799	0.433558259782137	0
neutral	-2186.82286149553	1	0
